row	col	weight
LOC441377	LOC641768	0.989820517990443
LOC441377	LOC645979	0.989532686193936
LOC727984	LOC729340	0.988043437100117
LOC641768	LOC645979	0.987649213796113
LOC729340	LOC730255	0.986794313434895
LOC100129599	LOC100134273	0.985470901278756
LOC100129742	LOC100131205	0.98488598952557
LOC641848	LOC646527	0.984682338553794
LOC388076	LOC642828	0.984278687032398
LOC389787	LOC642828	0.984019422501712
LOC388621	LOC645157	0.983827668838173
LOC388621	LOC731640	0.983577564512824
LOC388076	LOC729340	0.983324434174005
FTHL3	LOC729009	0.983214817512364
LOC100131205	LOC100132291	0.983071626940906
LOC100132547	LOC728484	0.982351710199018
LOC100129742	LOC220433	0.982213602346126
SPTLC1	USP49	0.982180520583693
LOC100129028	LOC642828	0.981855976000392
LOC100131205	LOC729208	0.981653976431947
LOC391370	LOC728244	0.981639354838983
FTHL8	LOC729009	0.981594011197088
FLJ43681	RPS28	0.981441483300369
LOC651202	LOC729208	0.981438336201484
LOC220433	LOC651202	0.981010814959251
DTWD2	LOC100129502	0.98079684240668
LOC100129742	LOC642828	0.98074197022245
LOC100131205	LOC220433	0.980717754467593
LOC100134504	LOC220433	0.980499254058953
LOC388076	LOC728484	0.980457672663478
LOC727984	LOC730255	0.98038252989343
LOC642828	LOC729340	0.980277725353475
LOC388532	LOC731640	0.980194085299922
LOC100129028	LOC100129742	0.979926917429208
LOC100131672	LOC728484	0.979912479369273
LOC100129028	LOC220433	0.97965192661038
LOC100131205	RPS28	0.979629819185381
LOC388076	LOC729208	0.979561331734841
LOC100129742	LOC100132291	0.979395335698373
LOC642828	PTMA	0.979391190361377
LOC220433	LOC649946	0.979217226966485
LOC645157	LOC731640	0.979209176515426
LOC100129742	LOC728590	0.979052419707261
DTWD2	LOC255167	0.978937001088796
LOC100132291	LOC653773	0.978918438769858
FLJ43681	LOC653773	0.978838203005014
LOC255167	LOC90586	0.978774049628899
LOC100131672	LOC100132547	0.978686129058237
LOC100129685	LOC653156	0.978683685755069
KIAA1751	LOC100129211	0.978525041453528
LOC642828	LOC730255	0.97841930223427
LOC100134504	LOC728484	0.978258917096409
CCBE1	LOC100132585	0.978212956600849
LOC100132547	LOC388076	0.978024287793576
FTHL2	LOC729009	0.978001238818273
LOC100129742	LOC729208	0.977971239573189
LOC100129028	LOC388076	0.977970212716679
LOC100131787	LOC100132547	0.977947176666806
FLJ43681	LOC729208	0.977820843118453
GSTM1	GSTM2	0.977808749217129
LOC388076	LOC727984	0.977691209671459
LOC100129657	LOC220433	0.977516023489378
FLJ43681	LOC100131205	0.977486874034091
LOC100130070	LOC100134504	0.977465721173866
LOC100131672	LOC100131787	0.977398657718957
LOC100129502	USP49	0.977366852132118
DTWD2	USP49	0.977317521133666
LOC100131787	LOC100134504	0.977241024419005
LOC100134504	LOC641848	0.977219763286951
LOC100129502	LOC440704	0.977004846897722
LOC100131787	LOC388076	0.976888486725553
LOC100131718	LOC100131989	0.9768404277403
LOC100132291	RPL23	0.976819269732123
LOC100134504	LOC649946	0.976800750288612
LOC100132291	RPS28	0.976739437368666
LOC100134504	LOC646527	0.976712635208056
LOC649946	LOC728484	0.976636828807294
LOC100008589	LOC100134364	0.976512321065117
LOC100131205	LOC651202	0.976410214534481
DEFA1	DEFA3	0.976352506507093
LOC388076	PTMA	0.976272969647399
LOC338870	LOC728244	0.976187270874367
LOC100129028	PTMA	0.976090392721697
LOC653658	LOC653773	0.976074788229014
LOC100131787	LOC728484	0.975955988285717
LOC388532	LOC388621	0.975855504313522
LOC100134504	LOC651202	0.975782248704008
LOC729208	LOC729340	0.975771174076458
LOC100132291	LOC653658	0.975765741551668
LOC100130070	LOC728484	0.975666752998091
